Problem Number,Title,Slug,Internal ID,Difficulty,Paid Only,Favorite,Frequency
"2835","Minimum Operations to Form Subsequence With Target Sum","minimum-operations-to-form-subsequence-with-target-sum","3025","Hard","false","false","0"
"2851","String Transformation","string-transformation","3024","Hard","false","false","0"
"2833","Furthest Point From Origin","furthest-point-from-origin","3019","Easy","false","false","0"
"2825","Make String a Subsequence Using Cyclic Increments","make-string-a-subsequence-using-cyclic-increments","3018","Medium","false","false","0"
"2827","Number of Beautiful Integers in the Range","number-of-beautiful-integers-in-the-range","3017","Hard","false","false","0"
"2792","Count Nodes That Are Great Enough","count-nodes-that-are-great-enough","3016","Hard","true","false","0"
"2818","Apply Operations to Maximize Score","apply-operations-to-maximize-score","3001","Hard","false","false","0"
"2817","Minimum Absolute Difference Between Elements With Constraint","minimum-absolute-difference-between-elements-with-constraint","3000","Medium","false","false","0"
"2839","Check if Strings Can be Made Equal With Operations I","check-if-strings-can-be-made-equal-with-operations-i","2999","Easy","false","false","0"
"2843","  Count Symmetric Integers","count-symmetric-integers","2998","Easy","false","false","0"
"2782","Number of Unique Categories","number-of-unique-categories","2995","Medium","true","false","0"
"2830","Maximize the Profit as the Salesman","maximize-the-profit-as-the-salesman","2979","Medium","false","false","0"
"2840","Check if Strings Can be Made Equal With Operations II","check-if-strings-can-be-made-equal-with-operations-ii","2978","Medium","false","false","0"
"2828","Check if a String Is an Acronym of Words","check-if-a-string-is-an-acronym-of-words","2977","Easy","false","false","0"
"2806","Account Balance After Rounded Purchase","account-balance-after-rounded-purchase","2955","Easy","false","false","0"
"2841","Maximum Sum of Almost Unique Subarray","maximum-sum-of-almost-unique-subarray","2954","Medium","false","false","0"
"2857","Count Pairs of Points With Distance k","count-pairs-of-points-with-distance-k","2953","Medium","false","false","0"
"2809","Minimum Time to Make Array Sum At Most x","minimum-time-to-make-array-sum-at-most-x","2952","Hard","false","false","0"
"2773","Height of Special Binary Tree","height-of-special-binary-tree","2944","Medium","true","false","0"
"2801","Count Stepping Numbers in Range","count-stepping-numbers-in-range","2921","Hard","false","false","0"
"2808","Minimum Seconds to Equalize a Circular Array","minimum-seconds-to-equalize-a-circular-array","2920","Medium","false","false","0"
"2790","Maximum Number of Groups With Increasing Length","maximum-number-of-groups-with-increasing-length","2919","Hard","false","false","0"
"2764","Is Array a Preorder of Some ‌Binary Tree","is-array-a-preorder-of-some-binary-tree","2918","Medium","true","false","0"
"2824","Count Pairs Whose Sum is Less than Target","count-pairs-whose-sum-is-less-than-target","2917","Easy","false","false","0"
"2811","Check if it is Possible to Split Array","check-if-it-is-possible-to-split-array","2916","Medium","false","false","0"
"2845","Count of Interesting Subarrays","count-of-interesting-subarrays","2915","Medium","false","false","0"
"2812","Find the Safest Path in a Grid","find-the-safest-path-in-a-grid","2914","Medium","false","false","0"
"2791","Count Paths That Can Form a Palindrome in a Tree","count-paths-that-can-form-a-palindrome-in-a-tree","2905","Hard","false","false","0"
"2826","Sorting Three Groups","sorting-three-groups","2904","Medium","false","false","0"
"2807","Insert Greatest Common Divisors in Linked List","insert-greatest-common-divisors-in-linked-list","2903","Medium","false","false","0"
"2815","Max Pair Sum in an Array","max-pair-sum-in-an-array","2902","Easy","false","false","0"
"2753","Count Houses in a Circular Street II","count-houses-in-a-circular-street-ii","2897","Hard","true","false","0"
"2813","Maximum Elegance of a K-Length Subsequence","maximum-elegance-of-a-k-length-subsequence","2894","Hard","false","false","0"
"2786","Visit Array Positions to Maximize Score","visit-array-positions-to-maximize-score","2893","Medium","false","false","0"
"2784","Check if Array is Good","check-if-array-is-good","2892","Easy","false","false","0"
"2779","Maximum Beauty of an Array After Applying Operation","maximum-beauty-of-an-array-after-applying-operation","2891","Medium","false","false","0"
"2743","Count Substrings Without Repeating Character","count-substrings-without-repeating-character","2890","Medium","true","false","0"
"2768","Number of Black Blocks","number-of-black-blocks","2889","Medium","false","false","0"
"2780","Minimum Index of a Valid Split","minimum-index-of-a-valid-split","2888","Medium","false","false","0"
"2785","Sort Vowels in a String","sort-vowels-in-a-string","2887","Medium","false","false","0"
"2810","Faulty Keyboard","faulty-keyboard","2886","Easy","false","false","0"
"2781","Length of the Longest Valid Substring","length-of-the-longest-valid-substring","2884","Hard","false","false","0"
"2767","Partition String Into Minimum Beautiful Substrings","partition-string-into-minimum-beautiful-substrings","2883","Medium","false","false","0"
"2787","Ways to Express an Integer as Sum of Powers","ways-to-express-an-integer-as-sum-of-powers","2882","Medium","false","false","0"
"2788","Split Strings by Separator","split-strings-by-separator","2881","Easy","false","false","0"
"2737","Find the Closest Marked Node","find-the-closest-marked-node","2880","Medium","true","false","0"
"2911","Minimum Changes to Make K Semi-palindromes","minimum-changes-to-make-k-semi-palindromes","2879","Hard","false","false","0"
"2772","Apply Operations to Make All Array Elements Equal to Zero","apply-operations-to-make-all-array-elements-equal-to-zero","2878","Medium","false","false","0"
"2800","Shortest String That Contains Three Strings","shortest-string-that-contains-three-strings","2877","Medium","false","false","0"
"2798","Number of Employees Who Met the Target","number-of-employees-who-met-the-target","2876","Easy","false","false","0"
"2728","Count Houses in a Circular Street","count-houses-in-a-circular-street","2875","Easy","true","false","0"
"2761","Prime Pairs With Target Sum","prime-pairs-with-target-sum","2873","Medium","false","false","0"
"2789","Largest Element in an Array after Merge Operations","largest-element-in-an-array-after-merge-operations","2872","Medium","false","false","0"
"2816","Double a Number Represented as a Linked List","double-a-number-represented-as-a-linked-list","2871","Medium","false","false","0"
"2765","Longest Alternating Subarray","longest-alternating-subarray","2870","Easy","false","false","0"
"2771","Longest Non-decreasing Subarray From Two Arrays","longest-non-decreasing-subarray-from-two-arrays","2869","Medium","false","false","0"
"2762","Continuous Subarrays","continuous-subarrays","2868","Medium","false","false","0"
"2750","Ways to Split Array Into Good Subarrays","ways-to-split-array-into-good-subarrays","2867","Medium","false","false","0"
"2760","Longest Even Odd Subarray With Threshold","longest-even-odd-subarray-with-threshold","2866","Easy","false","false","0"
"2714","Find Shortest Path with K Hops","find-shortest-path-with-k-hops","2865","Hard","true","false","0"
"2739","Total Distance Traveled","total-distance-traveled","2857","Easy","false","false","0"
"2799","Count Complete Subarrays in an Array","count-complete-subarrays-in-an-array","2856","Medium","false","false","0"
"2770","Maximum Number of Jumps to Reach the Last Index","maximum-number-of-jumps-to-reach-the-last-index","2855","Medium","false","false","0"
"2746","Decremental String Concatenation","decremental-string-concatenation","2854","Medium","false","false","0"
"2745","Construct the Longest New String","construct-the-longest-new-string","2850","Medium","false","false","0"
"2763","Sum of Imbalance Numbers of All Subarrays","sum-of-imbalance-numbers-of-all-subarrays","2849","Hard","false","false","0"
"2741","Special Permutations","special-permutations","2848","Medium","false","false","0"
"2744","Find Maximum Number of String Pairs","find-maximum-number-of-string-pairs","2847","Easy","false","false","0"
"2751","Robot Collisions","robot-collisions","2846","Hard","false","false","0"
"2740","Find the Value of the Partition","find-the-value-of-the-partition","2845","Medium","false","false","0"
"2778","Sum of Squares of Special Elements ","sum-of-squares-of-special-elements","2844","Easy","false","false","0"
"2689","Extract Kth Character From The Rope Tree","extract-kth-character-from-the-rope-tree","2843","Easy","true","false","0"
"2736","Maximum Sum Queries","maximum-sum-queries","2839","Hard","false","false","0"
"2718","Sum of Matrix After Queries","sum-of-matrix-after-queries","2838","Medium","false","false","0"
"2749","Minimum Operations to Make the Integer Zero","minimum-operations-to-make-the-integer-zero","2837","Medium","false","false","0"
"2733","Neither Minimum nor Maximum","neither-minimum-nor-maximum","2836","Easy","false","false","0"
"2674","Split a Circular Linked List","split-a-circular-linked-list","2835","Medium","true","false","0"
"2766","Relocate Marbles","relocate-marbles","2834","Medium","false","false","0"
"2747","Count Zero Request Servers","count-zero-request-servers","2833","Medium","false","false","0"
"2831","Find the Longest Equal Subarray","find-the-longest-equal-subarray","2832","Medium","false","false","0"
"2748","Number of Beautiful Pairs","number-of-beautiful-pairs","2831","Easy","false","false","0"
"2734","Lexicographically Smallest String After Substring Operation","lexicographically-smallest-string-after-substring-operation","2828","Medium","false","false","0"
"2709","Greatest Common Divisor Traversal","greatest-common-divisor-traversal","2827","Hard","false","false","0"
"2732","Find a Good Subset of the Matrix","find-a-good-subset-of-the-matrix","2826","Hard","false","false","0"
"2716","Minimize String Length","minimize-string-length","2825","Easy","false","false","0"
"2729","Check if The Number is Fascinating","check-if-the-number-is-fascinating","2824","Easy","false","false","0"
"2664","The Knight’s Tour","the-knights-tour","2823","Medium","true","false","0"
"2710","Remove Trailing Zeros From a String","remove-trailing-zeros-from-a-string","2819","Easy","false","false","0"
"2713","Maximum Strictly Increasing Cells in a Matrix","maximum-strictly-increasing-cells-in-a-matrix","2818","Hard","false","false","0"
"2712","Minimum Cost to Make All Characters Equal","minimum-cost-to-make-all-characters-equal","2817","Medium","false","false","0"
"2697","Lexicographically Smallest Palindrome","lexicographically-smallest-palindrome","2816","Easy","false","false","0"
"2655","Find Maximal Uncovered Ranges","find-maximal-uncovered-ranges","2815","Medium","true","false","0"
"2769","Find the Maximum Achievable Number","find-the-maximum-achievable-number","2812","Easy","false","false","0"
"2829","Determine the Minimum Sum of a k-avoiding Array","determine-the-minimum-sum-of-a-k-avoiding-array","2811","Medium","false","false","0"
"2735","Collecting Chocolates","collecting-chocolates","2810","Medium","false","false","0"
"2742","Painting the Walls","painting-the-walls","2808","Hard","false","false","0"
"2699","Modify Graph Edge Weights","modify-graph-edge-weights","2803","Hard","false","false","0"
"2698","Find the Punishment Number of an Integer","find-the-punishment-number-of-an-integer","2802","Medium","false","false","0"
"2711","Difference of Number of Distinct Values on Diagonals","difference-of-number-of-distinct-values-on-diagonals","2801","Medium","false","false","0"
"2696","Minimum String Length After Removing Substrings","minimum-string-length-after-removing-substrings","2800","Easy","false","false","0"
"2684","Maximum Number of Moves in a Grid","maximum-number-of-moves-in-a-grid","2794","Medium","false","false","0"
"2685","Count the Number of Complete Components","count-the-number-of-complete-components","2793","Medium","false","false","0"
"2683","Neighboring Bitwise XOR","neighboring-bitwise-xor","2792","Medium","false","false","0"
"2682","Find the Losers of the Circular Game","find-the-losers-of-the-circular-game","2791","Easy","false","false","0"
"2731","Movement of Robots","movement-of-robots","2787","Medium","false","false","0"
"2730","Find the Longest Semi-Repetitive Substring","find-the-longest-semi-repetitive-substring","2786","Medium","false","false","0"
"2717","Semi-Ordered Permutation","semi-ordered-permutation","2785","Easy","false","false","0"
"2681","Power of Heroes","power-of-heroes","2784","Hard","false","false","0"
"2673","Make Costs of Paths Equal in a Binary Tree","make-costs-of-paths-equal-in-a-binary-tree","2780","Medium","false","false","0"
"2672","Number of Adjacent Elements With the Same Color","number-of-adjacent-elements-with-the-same-color","2779","Medium","false","false","0"
"2671","Frequency Tracker","frequency-tracker","2778","Medium","false","false","0"
"2670","Find the Distinct Difference Array","find-the-distinct-difference-array","2777","Easy","false","false","0"
"2656","Maximum Sum With Exactly K Elements ","maximum-sum-with-exactly-k-elements","2767","Easy","false","false","0"
"2657","Find the Prefix Common Array of Two Arrays","find-the-prefix-common-array-of-two-arrays","2766","Medium","false","false","0"
"2659","Make Array Empty","make-array-empty","2765","Hard","false","false","0"
"2658","Maximum Number of Fish in a Grid","maximum-number-of-fish-in-a-grid","2764","Medium","false","false","0"
"2719","Count of Integers","count-of-integers","2757","Hard","false","false","0"
"2706","Buy Two Chocolates","buy-two-chocolates","2756","Easy","false","false","0"
"2707","Extra Characters in a String","extra-characters-in-a-string","2755","Medium","false","false","0"
"2708","Maximum Strength of a Group","maximum-strength-of-a-group","2754","Medium","false","false","0"
"2654","Minimum Number of Operations to Make All Array Elements Equal to 1","minimum-number-of-operations-to-make-all-array-elements-equal-to-1","2753","Medium","false","false","0"
"2652","Sum Multiples","sum-multiples","2752","Easy","false","false","0"
"2653","Sliding Subarray Beauty","sliding-subarray-beauty","2751","Medium","false","false","0"
"2651","Calculate Delayed Arrival Time","calculate-delayed-arrival-time","2748","Easy","false","false","0"
"2646","Minimize the Total Price of the Trips","minimize-the-total-price-of-the-trips","2739","Hard","false","false","0"
"2638","Count the Number of K-Free Subsets","count-the-number-of-k-free-subsets","2738","Medium","true","false","0"
"2643","Row With Maximum Ones","row-with-maximum-ones","2737","Easy","false","false","0"
"2645","Minimum Additions to Make Valid String","minimum-additions-to-make-valid-string","2736","Medium","false","false","0"
"2680","Maximum OR","maximum-or","2730","Medium","false","false","0"
"2702","Minimum Operations to Make Numbers Non-positive","minimum-operations-to-make-numbers-non-positive","2729","Hard","true","false","0"
"2679","Sum in a Matrix","sum-in-a-matrix","2728","Medium","false","false","0"
"2678","Number of Senior Citizens","number-of-senior-citizens","2727","Easy","false","false","0"
"2612","Minimum Reverse Operations","minimum-reverse-operations","2726","Hard","false","false","0"
"2611","Mice and Cheese","mice-and-cheese","2725","Medium","false","false","0"
"2610","Convert an Array Into a 2D Array With Conditions","convert-an-array-into-a-2d-array-with-conditions","2724","Medium","false","false","0"
"2609","Find the Longest Balanced Substring of a Binary String","find-the-longest-balanced-substring-of-a-binary-string","2723","Easy","false","false","0"
"2614","Prime In Diagonal","prime-in-diagonal","2722","Easy","false","false","0"
"2615","Sum of Distances","sum-of-distances","2721","Medium","false","false","0"
"2616","Minimize the Maximum Difference of Pairs","minimize-the-maximum-difference-of-pairs","2720","Medium","false","false","0"
"2613","Beautiful Pairs","beautiful-pairs","2719","Hard","true","false","0"
"2602","Minimum Operations to Make All Array Elements Equal","minimum-operations-to-make-all-array-elements-equal","2718","Medium","false","false","0"
"2603","Collect Coins in a Tree","collect-coins-in-a-tree","2717","Hard","false","false","0"
"2601","Prime Subtraction Operation","prime-subtraction-operation","2716","Medium","false","false","0"
"2600","K Items With the Maximum Sum","k-items-with-the-maximum-sum","2715","Easy","false","false","0"
"2574","Left and Right Sum Differences","left-and-right-sum-differences","2714","Easy","false","false","0"
"2575","Find the Divisibility Array of a String","find-the-divisibility-array-of-a-string","2713","Medium","false","false","0"
"2576","Find the Maximum Number of Marked Indices","find-the-maximum-number-of-marked-indices","2712","Medium","false","false","0"
"2577","Minimum Time to Visit a Cell In a Grid","minimum-time-to-visit-a-cell-in-a-grid","2711","Hard","false","false","0"
"2571","Minimum Operations to Reduce an Integer to 0","minimum-operations-to-reduce-an-integer-to-0","2710","Medium","false","false","0"
"2572","Count the Number of Square-Free Subsets","count-the-number-of-square-free-subsets","2709","Medium","false","false","0"
"2573","Find the String with LCP","find-the-string-with-lcp","2708","Hard","false","false","0"
"2570","Merge Two 2D Arrays by Summing Values","merge-two-2d-arrays-by-summing-values","2707","Easy","false","false","0"
"2567","Minimum Score by Changing Two Elements","minimum-score-by-changing-two-elements","2706","Medium","false","false","0"
"2568","Minimum Impossible OR","minimum-impossible-or","2705","Medium","false","false","0"
"2566","Maximum Difference by Remapping a Digit","maximum-difference-by-remapping-a-digit","2704","Easy","false","false","0"
"2569","Handling Sum Queries After Update","handling-sum-queries-after-update","2703","Hard","false","false","0"
"2557","Maximum Number of Integers to Choose From a Range II","maximum-number-of-integers-to-choose-from-a-range-ii","2702","Medium","true","false","0"
"2565","Subsequence With the Minimum Score","subsequence-with-the-minimum-score","2701","Hard","false","false","0"
"2564","Substring XOR Queries","substring-xor-queries","2700","Medium","false","false","0"
"2563","Count the Number of Fair Pairs","count-the-number-of-fair-pairs","2699","Medium","false","false","0"
"2562","Find the Array Concatenation Value","find-the-array-concatenation-value","2698","Easy","false","false","0"
"2617","Minimum Number of Visited Cells in a Grid","minimum-number-of-visited-cells-in-a-grid","2697","Hard","false","false","0"
"2597","The Number of Beautiful Subsets","the-number-of-beautiful-subsets","2696","Medium","false","false","0"
"2593","Find Score of an Array After Marking All Elements","find-score-of-an-array-after-marking-all-elements","2695","Medium","false","false","0"
"2644","Find the Maximum Divisibility Score","find-the-maximum-divisibility-score","2694","Easy","false","false","0"
"2548","Maximum Price to Fill a Bag","maximum-price-to-fill-a-bag","2693","Medium","true","false","0"
"2558","Take Gifts From the Richest Pile","take-gifts-from-the-richest-pile","2692","Easy","false","false","0"
"2559","Count Vowel Strings in Ranges","count-vowel-strings-in-ranges","2691","Medium","false","false","0"
"2560","House Robber IV","house-robber-iv","2690","Medium","false","false","0"
"2561","Rearranging Fruits","rearranging-fruits","2689","Hard","false","false","0"
"2590","Design a Todo List","design-a-todo-list","2688","Medium","true","false","0"
"2663","Lexicographically Smallest Beautiful String","lexicographically-smallest-beautiful-string","2687","Hard","false","false","0"
"2662","Minimum Cost of a Path With Special Roads","minimum-cost-of-a-path-with-special-roads","2686","Medium","false","false","0"
"2661","First Completely Painted Row or Column","first-completely-painted-row-or-column","2685","Medium","false","false","0"
"2660","Determine the Winner of a Bowling Game","determine-the-winner-of-a-bowling-game","2684","Easy","false","false","0"
"2539","Count the Number of Good Subsequences","count-the-number-of-good-subsequences","2683","Medium","true","false","0"
"2552","Count Increasing Quadruplets","count-increasing-quadruplets","2682","Hard","false","false","0"
"2551","Put Marbles in Bags","put-marbles-in-bags","2681","Hard","false","false","0"
"2550","Count Collisions of Monkeys on a Polygon","count-collisions-of-monkeys-on-a-polygon","2680","Medium","false","false","0"
"2549","Count Distinct Numbers on Board","count-distinct-numbers-on-board","2679","Easy","false","false","0"
"2642","Design Graph With Shortest Path Calculator","design-graph-with-shortest-path-calculator","2678","Hard","false","false","0"
"2641","Cousins in Binary Tree II","cousins-in-binary-tree-ii","2677","Medium","false","false","0"
"2640","Find the Score of All Prefixes of an Array","find-the-score-of-all-prefixes-of-an-array","2676","Medium","false","false","0"
"2639","Find the Width of Columns of a Grid","find-the-width-of-columns-of-a-grid","2675","Easy","false","false","0"
"2599","Make the Prefix Sum Non-negative","make-the-prefix-sum-non-negative","2674","Medium","true","false","0"
"2555","Maximize Win From Two Segments","maximize-win-from-two-segments","2673","Medium","false","false","0"
"2533","Number of Good Binary Strings","number-of-good-binary-strings","2672","Medium","true","false","0"
"2608","Shortest Cycle in a Graph","shortest-cycle-in-a-graph","2671","Hard","false","false","0"
"2607","Make K-Subarray Sums Equal","make-k-subarray-sums-equal","2670","Medium","false","false","0"
"2606","Find the Substring With Maximum Cost","find-the-substring-with-maximum-cost","2669","Medium","false","false","0"
"2605","Form Smallest Number From Two Digit Arrays","form-smallest-number-from-two-digit-arrays","2668","Easy","false","false","0"
"2524","Maximum Frequency Score of a Subarray","maximum-frequency-score-of-a-subarray","2667","Hard","true","false","0"
"2604","Minimum Time to Eat All Grains","minimum-time-to-eat-all-grains","2666","Hard","true","false","0"
"2594","Minimum Time to Repair Cars","minimum-time-to-repair-cars","2665","Medium","false","false","0"
"2592","Maximize Greatness of an Array","maximize-greatness-of-an-array","2664","Medium","false","false","0"
"2591","Distribute Money to Maximum Children","distribute-money-to-maximum-children","2663","Easy","false","false","0"
"2596","Check Knight Tour Configuration","check-knight-tour-configuration","2662","Medium","false","false","0"
"2598","Smallest Missing Non-negative Integer After Operations","smallest-missing-non-negative-integer-after-operations","2661","Medium","false","false","0"
"2595","Number of Even and Odd Bits","number-of-even-and-odd-bits","2659","Easy","false","false","0"
"2519","Count the Number of K-Big Indices","count-the-number-of-k-big-indices","2658","Hard","true","false","0"
"2589","Minimum Time to Complete All Tasks","minimum-time-to-complete-all-tasks","2657","Hard","false","false","0"
"2588","Count the Number of Beautiful Subarrays","count-the-number-of-beautiful-subarrays","2656","Medium","false","false","0"
"2587","Rearrange Array to Maximize Prefix Score","rearrange-array-to-maximize-prefix-score","2655","Medium","false","false","0"
"2586","Count the Number of Vowel Strings in Range","count-the-number-of-vowel-strings-in-range","2654","Easy","false","false","0"
"2510","Check if There is a Path With Equal Number of 0's And 1's","check-if-there-is-a-path-with-equal-number-of-0s-and-1s","2653","Medium","true","false","0"
"2581","Count Number of Possible Root Nodes","count-number-of-possible-root-nodes","2652","Hard","false","false","0"
"2580","Count Ways to Group Overlapping Ranges","count-ways-to-group-overlapping-ranges","2651","Medium","false","false","0"
"2578","Split With Minimum Sum","split-with-minimum-sum","2650","Easy","false","false","0"
"2579","Count Total Number of Colored Cells","count-total-number-of-colored-cells","2649","Medium","false","false","0"
"2585","Number of Ways to Earn Points","number-of-ways-to-earn-points","2648","Hard","false","false","0"
"2584","Split the Array to Make Coprime Products","split-the-array-to-make-coprime-products","2647","Hard","false","false","0"
"2583","Kth Largest Sum in a Binary Tree","kth-largest-sum-in-a-binary-tree","2646","Medium","false","false","0"
"2582","Pass the Pillow","pass-the-pillow","2645","Easy","false","false","0"
"2505","Bitwise OR of All Subsequence Sums","bitwise-or-of-all-subsequence-sums","2644","Medium","true","false","0"
"2532","Time to Cross a Bridge","time-to-cross-a-bridge","2642","Hard","false","false","0"
"2556","Disconnect Path in a Binary Matrix by at Most One Flip","disconnect-path-in-a-binary-matrix-by-at-most-one-flip","2641","Medium","false","false","0"
"2554","Maximum Number of Integers to Choose From a Range I","maximum-number-of-integers-to-choose-from-a-range-i","2640","Medium","false","false","0"
"2553","Separate the Digits in an Array","separate-the-digits-in-an-array","2639","Easy","false","false","0"
"2495","Number of Subarrays Having Even Product","number-of-subarrays-having-even-product","2638","Medium","true","false","0"
"2542","Maximum Subsequence Score","maximum-subsequence-score","2636","Medium","false","false","0"
"2543","Check if Point Is Reachable","check-if-point-is-reachable","2635","Hard","false","false","0"
"2540","Minimum Common Value","minimum-common-value","2634","Easy","false","false","0"
"2547","Minimum Cost to Split an Array","minimum-cost-to-split-an-array","2633","Hard","false","false","0"
"2546","Apply Bitwise Operations to Make Strings Equal","apply-bitwise-operations-to-make-strings-equal","2632","Medium","false","false","0"
"2545","Sort the Students by Their Kth Score","sort-the-students-by-their-kth-score","2631","Medium","false","false","0"
"2544","Alternating Digit Sum","alternating-digit-sum","2630","Easy","false","false","0"
"2489","Number of Substrings With Fixed Ratio","number-of-substrings-with-fixed-ratio","2629","Medium","true","false","0"
"2513","Minimize the Maximum of Two Arrays","minimize-the-maximum-of-two-arrays","2628","Medium","false","false","0"
"2538","Difference Between Maximum and Minimum Price Sum","difference-between-maximum-and-minimum-price-sum","2627","Hard","false","false","0"
"2537","Count the Number of Good Subarrays","count-the-number-of-good-subarrays","2626","Medium","false","false","0"
"2536","Increment Submatrices by One","increment-submatrices-by-one","2625","Medium","false","false","0"
"2535","Difference Between Element Sum and Digit Sum of an Array","difference-between-element-sum-and-digit-sum-of-an-array","2624","Easy","false","false","0"
"2479","Maximum XOR of Two Non-Overlapping Subtrees","maximum-xor-of-two-non-overlapping-subtrees","2623","Hard","true","false","0"
"2527","Find Xor-Beauty of Array","find-xor-beauty-of-array","2621","Medium","false","false","0"
"2526","Find Consecutive Integers from a Data Stream","find-consecutive-integers-from-a-data-stream","2620","Medium","false","false","0"
"2525","Categorize Box According to Criteria","categorize-box-according-to-criteria","2619","Easy","false","false","0"
"2528","Maximize the Minimum Powered City","maximize-the-minimum-powered-city","2618","Hard","false","false","0"
"2534","Time Taken to Cross the Door","time-taken-to-cross-the-door","2617","Hard","true","false","0"
"2530","Maximal Score After Applying K Operations","maximal-score-after-applying-k-operations","2616","Medium","false","false","0"
"2531","Make Number of Distinct Characters Equal","make-number-of-distinct-characters-equal","2615","Medium","false","false","0"
"2529","Maximum Count of Positive Integer and Negative Integer","maximum-count-of-positive-integer-and-negative-integer","2614","Easy","false","false","0"
"2473","Minimum Cost to Buy Apples","minimum-cost-to-buy-apples","2612","Medium","true","false","0"
"2523","Closest Prime Numbers in Range","closest-prime-numbers-in-range","2610","Medium","false","false","0"
"2521","Distinct Prime Factors of Product of Array","distinct-prime-factors-of-product-of-array","2609","Medium","false","false","0"
"2520","Count the Digits That Divide a Number","count-the-digits-that-divide-a-number","2608","Easy","false","false","0"
"2464","Minimum Subarrays in a Valid Split","minimum-subarrays-in-a-valid-split","2607","Medium","true","false","0"
"2482","Difference Between Ones and Zeros in Row and Column","difference-between-ones-and-zeros-in-row-and-column","2606","Medium","false","false","0"
"2514","Count Anagrams","count-anagrams","2605","Hard","false","false","0"
"2541","Minimum Operations to Make Array Equal II","minimum-operations-to-make-array-equal-ii","2604","Medium","false","false","0"
"2512","Reward Top K Students","reward-top-k-students","2603","Medium","false","false","0"
"2511","Maximum Enemy Forts That Can Be Captured","maximum-enemy-forts-that-can-be-captured","2602","Easy","false","false","0"
"2518","Number of Great Partitions","number-of-great-partitions","2601","Hard","false","false","0"
"2517","Maximum Tastiness of Candy Basket","maximum-tastiness-of-candy-basket","2600","Medium","false","false","0"
"2516","Take K of Each Character From Left and Right","take-k-of-each-character-from-left-and-right","2599","Medium","false","false","0"
"2515","Shortest Distance to Target String in a Circular Array","shortest-distance-to-target-string-in-a-circular-array","2598","Easy","false","false","0"
"2509","Cycle Length Queries in a Tree","cycle-length-queries-in-a-tree","2597","Hard","false","false","0"
"2508","Add Edges to Make Degrees of All Nodes Even","add-edges-to-make-degrees-of-all-nodes-even","2596","Hard","false","false","0"
"2507","Smallest Value After Replacing With Sum of Prime Factors","smallest-value-after-replacing-with-sum-of-prime-factors","2595","Medium","false","false","0"
"2506","Count Pairs Of Similar Strings","count-pairs-of-similar-strings","2594","Easy","false","false","0"
"2450","Number of Distinct Binary Strings After Applying Operations","number-of-distinct-binary-strings-after-applying-operations","2593","Medium","true","false","0"
"2499","Minimum Total Cost to Make Arrays Unequal","minimum-total-cost-to-make-arrays-unequal","2592","Hard","false","false","0"
"2498","Frog Jump II","frog-jump-ii","2591","Medium","false","false","0"
"2497","Maximum Star Sum of a Graph","maximum-star-sum-of-a-graph","2590","Medium","false","false","0"
"2496","Maximum Value of a String in an Array","maximum-value-of-a-string-in-an-array","2589","Easy","false","false","0"
"2503","Maximum Number of Points From Grid Queries","maximum-number-of-points-from-grid-queries","2588","Hard","false","false","0"
"2502","Design Memory Allocator","design-memory-allocator","2587","Medium","false","false","0"
"2501","Longest Square Streak in an Array","longest-square-streak-in-an-array","2586","Medium","false","false","0"
"2500","Delete Greatest Value in Each Row","delete-greatest-value-in-each-row","2585","Easy","false","false","0"
"2445","Number of Nodes With Value One","number-of-nodes-with-value-one","2584","Medium","true","false","0"
"2493","Divide Nodes Into the Maximum Number of Groups","divide-nodes-into-the-maximum-number-of-groups","2583","Hard","false","false","0"
"2492","Minimum Score of a Path Between Two Cities","minimum-score-of-a-path-between-two-cities","2582","Medium","false","false","0"
"2491","Divide Players Into Teams of Equal Skill","divide-players-into-teams-of-equal-skill","2581","Medium","false","false","0"
"2490","Circular Sentence","circular-sentence","2580","Easy","false","false","0"
"2436","Minimum Split Into Subarrays With GCD Greater Than One","minimum-split-into-subarrays-with-gcd-greater-than-one","2579","Medium","true","false","0"
"2484","Count Palindromic Subsequences","count-palindromic-subsequences","2577","Hard","false","false","0"
"2483","Minimum Penalty for a Shop","minimum-penalty-for-a-shop","2576","Medium","false","false","0"
"2481","Minimum Cuts to Divide a Circle","minimum-cuts-to-divide-a-circle","2575","Easy","false","false","0"
"2488","Count Subarrays With Median K","count-subarrays-with-median-k","2574","Hard","false","false","0"
"2487","Remove Nodes From Linked List","remove-nodes-from-linked-list","2573","Medium","false","false","0"
"2486","Append Characters to String to Make Subsequence","append-characters-to-string-to-make-subsequence","2572","Medium","false","false","0"
"2485","Find the Pivot Integer","find-the-pivot-integer","2571","Easy","false","false","0"
"2431","Maximize Total Tastiness of Purchased Fruits","maximize-total-tastiness-of-purchased-fruits","2570","Medium","true","false","0"
"2478","Number of Beautiful Partitions","number-of-beautiful-partitions","2569","Hard","false","false","0"
"2477","Minimum Fuel Cost to Report to the Capital","minimum-fuel-cost-to-report-to-the-capital","2568","Medium","false","false","0"
"2476","Closest Nodes Queries in a Binary Search Tree","closest-nodes-queries-in-a-binary-search-tree","2567","Medium","false","false","0"
"2475","Number of Unequal Triplets in Array","number-of-unequal-triplets-in-array","2566","Easy","false","false","0"
